sample,fastq_1,fastq_2
P47,s3://mp-bioinfo/sequencing/2024.0123_Ill_16s_ITS_AMR/P47_ITS_L001_R1_001.fastq.gz,s3://mp-bioinfo/sequencing/2024.0123_Ill_16s_ITS_AMR/P47_ITS_L001_R2_001.fastq.gz
